PID,Name,Full Name,Alias,DOB,Age,Nationality_ID,Debut_year,Gender,Last_Known_team,Last_Known_Team_ID,Last_Sold_Price,Retire_status
90741,Gajendra Singh,Gajendra Singh,,,,,,,,,,
90742,Ganapathi Vignesh,Ganapathi Vignesh,,,,,,,,,,
90743,Ganesh Gaikwad,Ganesh Gaikwad,,,,,,,,,,
90744,Gaurav Dhiman,Gaurav Dhiman,,,,,,,,,,
90745,George Dockrell,George Dockrell,,,,,,,,,,
90746,Gerald Coetzee,Gerald Coetzee,,,,,,,,,,
90747,Gulam Bodi,Gulam Bodi,,,,,,,,,,
90748,Gulbadin Naib,Gulbadin Naib,,,,,,,,,,
90749,Gurinder Singh,Gurinder Singh,,,,,,,,,,
90750,Hamid Hassan,Hamid Hassan,,,,,,,,,,
90751,Hamilton Masakadza,Hamilton Masakadza,,,,,,,,,,
90752,Harishankar Reddy,Harishankar Reddy,,,,,,,,,,
90753,Harshad Khadiwale,Harshad Khadiwale,,,,,,,,,,
90754,Harvik Desai,Harvik Desai,,,,,,,,,,
90755,Haseeb Amjad,Haseeb Amjad,,,,,,,,,,
90756,Haseeb Hameed,Haseeb Hameed,,,,,,,,,,
90757,Hemang Badani,Hemang Badani,,,,,,,,,,
90758,Himmat Singh,Himmat Singh,,,,,,,,,,
90759,HS Sharath,HS Sharath,,,,,,,,,,
90760,Imtiaz Ahmed,Imtiaz Ahmed,,,,,,,,,,
90761,Iresh Saxena,Iresh Saxena,,,,,,,,,,
90762,Ishan Kishan,Ishan Kishan,,,,,,,,,,
90763,Jamie Atkinson,Jamie Atkinson,,,,,,,,,,
90764,Jatin Saxena,Jatin Saxena,,,,,,,,,,
90765,Javed Khan,Javed Khan,,,,,,,,,,
90766,Jayden Seales,Jayden Seales,,,,,,,,,,
90767,Jaydev Shah,Jaydev Shah,,,,,,,,,,
90768,Jefferey Vandersay,Jefferey Vandersay,,,,,,,,,,
90769,Jitendra Patil,Jitendra Patil,,,,,,,,,,
90770,Joel Paris,Joel Paris,,,,,,,,,,
90771,Joginder Singh,Joginder Singh,,,,,,,,,,
90772,Johnson Charles,Johnson Charles,,,,,,,,,,
90773,Jonathan Vandiar,Jonathan Vandiar,,,,,,,,,,
90774,Josh Davey,Josh Davey,,,,,,,,,,
90775,Josh Inglis,Josh Inglis,,,,,,,,,,
90776,Justin Langer,Justin Langer,,,,,,,,,,
90777,K. Bhagath Varma,K. Bhagath Varma,,,,,,,,,,
90778,Kanishk Seth,Kanishk Seth,,,,,,,,,,
90779,Karim Sadiq,Karim Sadiq,,,,,,,,,,
90780,Karn Kaushal,Karn Kaushal,,,,,,,,,,
90781,KB Arun Karthik,KB Arun Karthik,,,,,,,,,,
90782,Kedar Devdhar,Kedar Devdhar,,,,,,,,,,
90783,Kevin O'Brien,Kevin O'Brien,,,,,,,,,,
90784,Kinchit Shah,Kinchit Shah,,,,,,,,,,
90785,Kishore Kamath,Kishore Kamath,,,,,,,,,,
90786,KK Jiyas,KK Jiyas,,,,,,,,,,
90787,Krishnan Shrijith,Krishnan Shrijith,,,,,,,,,,
90788,Kshitiz Sharma,Kshitiz Sharma,,,,,,,,,,
90789,Kuldeep Raval,Kuldeep Raval,,,,,,,,,,
90790,Kuldip Yadav,Kuldip Yadav,,,,,,,,,,
90791,Kumar Boresa,Kumar Boresa,,,,,,,,,,
90792,Kuthethurshri Vasudevadas,Kuthethurshri Vasudevadas,,,,,,,,,,
90793,Kyle Mayers,Kyle Mayers,,,,,,,,,,
90794,Kyle Mills,Kyle Mills,,,,,,,,,,
90795,Loots Bosman,Loots Bosman,,,,,,,,,,
90796,Luvnith Sisodia,Luvnith Sisodia,,,,,,,,,,
90797,M. D. Nidheesh,M. D. Nidheesh,,,,,,,,,,
90798,Mahmudullah Riyad,Mahmudullah Riyad,,,,,,,,,,
90799,Manan Sharma,Manan Sharma,,,,,,,,,,
90800,Manimaran Siddharth,Manimaran Siddharth,,,,,,,,,,
90801,Manjot Kalra,Manjot Kalra,,,,,,,,,,
90802,Manzoor Dar,Manzoor Dar,,,,,,,,,,
90803,Mark Chapman,Mark Chapman,,,,,,,,,,
90804,Mark Watt,Mark Watt,,,,,,,,,,
90805,Matt Machan,Matt Machan,,,,,,,,,,
90806,Matthew Cross,Matthew Cross,,,,,,,,,,
90807,Matthew Kelly,Matthew Kelly,,,,,,,,,,
90808,Max O'Dowd,Max O'Dowd,,,,,,,,,,
90809,Mayank Dagar,Mayank Dagar,,,,,,,,,,
90810,Mayank Tehlan,Mayank Tehlan,,,,,,,,,,
90811,Mayank Yadav,Mayank Yadav,,,,,,,,,,
90812,Mehdi Hasan,Mehdi Hasan,,,,,,,,,,
90813,Mehran Khan,Mehran Khan,,,,,,,,,,
90814,Milind Kumar,Milind Kumar,,,,,,,,,,
90815,Milind Tandon,Milind Tandon,,,,,,,,,,
90816,Milinda Siriwardana,Milinda Siriwardana,,,,,,,,,,
90817,Moeen Ali,Moeen Ali,,,,,,,,,,
90818,Mohammad Shahzad,Mohammad Shahzad,,,,,,,,,,
90819,Mohammed Arif,Mohammed Arif,,,,,,,,,,
90820,Mohammed Arshad Khan,Mohammed Arshad Khan,,,,,,,,,,
90821,Mohammed Azharuddeen,Mohammed Azharuddeen,,,,,,,,,,
90822,Mudassar Bukhari,Mudassar Bukhari,,,,,,,,,,
90823,Munis Ansari,Munis Ansari,,,,,,,,,,
90824,Nadeem Ahmed,Nadeem Ahmed,,,,,,,,,,
90825,Najibullah Zadran,Najibullah Zadran,,,,,,,,,,
90826,Napoleon Einstein,Napoleon Einstein,,,,,,,,,,
90827,Nathan Bracken,Nathan Bracken,,,,,,,,,,
90828,Neravanda Aiyappa,Neravanda Aiyappa,,,,,,,,,,
90829,Niall O'Brien,Niall O'Brien,,,,,,,,,,
90830,Nikhil Naik,Nikhil Naik,,,,,,,,,,
90831,Nitin Saini,Nitin Saini,,,,,,,,,,
90832,Nizakat Khan,Nizakat Khan,,,,,,,,,,
90833,Noor Ahmad,Noor Ahmad,,,,,,,,,,
90834,Noor Ali Zadran,Noor Ali Zadran,,,,,,,,,,
90835,Nuwan Pradeep,Nuwan Pradeep,,,,,,,,,,
90836,Pankaj Dharmani,Pankaj Dharmani,,,,,,,,,,
90837,Pankaj Jaiswal,Pankaj Jaiswal,,,,,,,,,,
90838,Parag More,Parag More,,,,,,,,,,
90839,Paul Van Meekeren,Paul Van Meekeren,,,,,,,,,,
90840,Pavan Deshpande,Pavan Deshpande,,,,,,,,,,
90841,Phillip Hughes,Phillip Hughes,,,,,,,,,,
90842,Pieter Seelaar,Pieter Seelaar,,,,,,,,,,
90843,Pratham Singh,Pratham Singh,,,,,,,,,,
90844,Pratyush Singh,Pratyush Singh,,,,,,,,,,
90845,Preston Mommsen,Preston Mommsen,,,,,,,,,,
90846,Prince Balwant Rai Singh,Prince Balwant Rai Singh,,,,,,,,,,
90847,Priyank Panchal,Priyank Panchal,,,,,,,,,,
90848,Puneet Bisht,Puneet Bisht,,,,,,,,,,
90849,Pushkaraj Chavan,Pushkaraj Chavan,,,,,,,,,,
90850,R. Karthikeyan,R. Karthikeyan,,,,,,,,,,
90851,Rahul Buddhi,Rahul Buddhi,,,,,,,,,,
90852,Rajesh Bishnoi,Rajesh Bishnoi,,,,,,,,,,
90853,Rajesh Pawar,Rajesh Pawar,,,,,,,,,,
90854,Rajvardhan Hangargekar,Rajvardhan Hangargekar,,,,,,,,,,
90855,Ramesh Kumar,Ramesh Kumar,,,,,,,,,,
90856,Rangana Herath,Rangana Herath,,,,,,,,,,
90857,Rangaraj Suthesh,Rangaraj Suthesh,,,,,,,,,,
90858,Ravi Inder Singh,Ravi Inder Singh,,,,,,,,,,
90859,Ravikant Shukla,Ravikant Shukla,,,,,,,,,,
90860,Ravikumar Samarth,Ravikumar Samarth,,,,,,,,,,
90861,Reece Topley,Reece Topley,,,,,,,,,,
90862,Richie Berrington,Richie Berrington,,,,,,,,,,
90863,Richmond Mutumbami,Richmond Mutumbami,,,,,,,,,,
90864,RK Sabharwal,RK Sabharwal,,,,,,,,,,
90865,Robbie Frylinck,Robbie Frylinck,,,,,,,,,,
90866,Robin Bist,Robin Bist,,,,,,,,,,
90867,Rohan Banerjee,Rohan Banerjee,,,,,,,,,,
90868,Roosh Kalaria,Roosh Kalaria,,,,,,,,,,
90869,Royston Dias,Royston Dias,,,,,,,,,,
90870,S. Thiagarajan,S. Thiagarajan,,,,,,,,,,
90871,Sabbir Rahman,Sabbir Rahman,,,,,,,,,,
90872,Safyaan Sharif,Safyaan Sharif,,,,,,,,,,
90873,Sagar Trivedi,Sagar Trivedi,,,,,,,,,,
90874,Sahil Kukreja,Sahil Kukreja,,,,,,,,,,
90875,Sakibul Gani,Sakibul Gani,,,,,,,,,,
90876,Samad Fallah,Samad Fallah,,,,,,,,,,
90877,Samiullah Shinwari,Samiullah Shinwari,,,,,,,,,,
90878,Santosh Yadav,Santosh Yadav,,,,,,,,,,
90879,Sarandeep Singh,Sarandeep Singh,,,,,,,,,,
90880,Sarul Kanwar,Sarul Kanwar,,,,,,,,,,
90881,Saurabh Bandekar,Saurabh Bandekar,,,,,,,,,,
90882,Saurabh Dubey,Saurabh Dubey,,,,,,,,,,
90883,Saurabh Kumar,Saurabh Kumar,,,,,,,,,,
90884,Saurasish Lahiri,Saurasish Lahiri,,,,,,,,,,
90885,Sayan Ghosh,Sayan Ghosh,,,,,,,,,,
90886,Sayan Mondal,Sayan Mondal,,,,,,,,,,
90887,Sean Williams,Sean Williams,,,,,,,,,,
90888,Selvam Suresh Kumar,Selvam Suresh Kumar,,,,,,,,,,
90889,Shams Mulani,Shams Mulani,,,,,,,,,,
90890,Shapoor Zadran,Shapoor Zadran,,,,,,,,,,
90891,Sharad Lumba,Sharad Lumba,,,,,,,,,,
90892,Shashi Ranjan,Shashi Ranjan,,,,,,,,,,
90893,Shelley Shaurya,Shelley Shaurya,,,,,,,,,,
90894,Shishir Bhavane,Shishir Bhavane,,,,,,,,,,
90895,Shrideep Mangela,Shrideep Mangela,,,,,,,,,,
90896,Shubham Garhwal,Shubham Garhwal,,,,,,,,,,
90897,Shubham Ranjane,Shubham Ranjane,,,,,,,,,,
90898,Shubham Sharma,Shubham Sharma,,,,,,,,,,
90899,Sikandar Raza,Sikandar Raza,,,,,,,,,,
90900,Smit Patel,Smit Patel,,,,,,,,,,
90901,Sneha Kishore,Sneha Kishore,,,,,,,,,,
90902,Stephen Myburgh,Stephen Myburgh,,,,,,,,,,
90903,Steve O'Keefe,Steve O'Keefe,,,,,,,,,,
90904,Stuart Broad,Stuart Broad,,,,,,,,,,
90905,Subhranshu Senapati,Subhranshu Senapati,,,,,,,,,,
90906,Sujit Nayak,Sujit Nayak,,,,,,,,,,
90907,Sultan Ahmed,Sultan Ahmed,,,,,,,,,,
90908,Sumit Khatri,Sumit Khatri,,,,,,,,,,
90909,Sushant Marathe,Sushant Marathe,,,,,,,,,,
90910,Sushant Mishra,Sushant Mishra,,,,,,,,,,
90911,Syed Quadri,Syed Quadri,,,,,,,,,,
90912,Syed Shahabuddin,Syed Shahabuddin,,,,,,,,,,
90913,Tajinder Singh,Tajinder Singh,,,,,,,,,,
90914,Tamim Iqbal,Tamim Iqbal,,,,,,,,,,
90915,Tanmay Agarwal,Tanmay Agarwal,,,,,,,,,,
90916,Tanmay Mishra,Tanmay Mishra,,,,,,,,,,
90917,Tanwir Afzal,Tanwir Afzal,,,,,,,,,,
90918,Tejashwi Yadav,Tejashwi Yadav,,,,,,,,,,
90919,Tekkami Atchuta Rao,Tekkami Atchuta Rao,,,,,,,,,,
90920,Tendai Chatara,Tendai Chatara,,,,,,,,,,
90921,Tim Murtagh,Tim Murtagh,,,,,,,,,,
90922,Timm van der Gugten,Timm van der Gugten,,,,,,,,,,
90923,Tinashe Panyangara,Tinashe Panyangara,,,,,,,,,,
90924,Tinu Yohannan,Tinu Yohannan,,,,,,,,,,
90925,Tom Cooper,Tom Cooper,,,,,,,,,,
90926,Udit Patel,Udit Patel,,,,,,,,,,
90927,Umang Sharma,Umang Sharma,,,,,,,,,,
90928,Umar Nazir Mir,Umar Nazir Mir,,,,,,,,,,
90929,Usman Ghani,Usman Ghani,,,,,,,,,,
90930,Utkarsh Singh,Utkarsh Singh,,,,,,,,,,
90931,Vaibhav Rawal,Vaibhav Rawal,,,,,,,,,,
90932,Vicky Ostwal,Vicky Ostwal,,,,,,,,,,
90933,Vikas Mishra,Vikas Mishra,,,,,,,,,,
90934,Vikas Tokas,Vikas Tokas,,,,,,,,,,
90935,Viraj Kadbe,Viraj Kadbe,,,,,,,,,,
90936,Vivek Yadav,Vivek Yadav,,,,,,,,,,
90937,Vusi Sibanda,Vusi Sibanda,,,,,,,,,,
90938,Wesley Barresi,Wesley Barresi,,,,,,,,,,
90939,William Porterfield,William Porterfield,,,,,,,,,,
90940,Writtick Chatterjee,Writtick Chatterjee,,,,,,,,,,
90941,Yalaka Venugopal Rao,Yalaka Venugopal Rao,,,,,,,,,,
90942,Yash Dhull,Yash Dhull,,,,,,,,,,
90943,Yash Thakur,Yash Thakur,,,,,,,,,,
90944,Yogesh Golwalkar,Yogesh Golwalkar,,,,,,,,,,
90945,Yudhvir Charak,Yudhvir Charak,,,,,,,,,,
90946,Zafir Patel,Zafir Patel,,,,,,,,,,
90947,Zahir Khan,Zahir Khan,,,,,,,,,,
90948,Zeeshan Maqsood,Zeeshan Maqsood,,,,,,,,,,
90949,B Aparajith,B Aparajith,,,,,,,,,,
90950,AV Wankhade,AV Wankhade,,,,,,,,,,
90951,T Mishra,T Mishra,,,,,,,,,,
90952,KH Devdhar,KH Devdhar,,,,,,,,,,
